URL,Section,Image Objective,Subject,Pet,People,Setting,Orientation,Aspect Ratio,Suggested Filename,Alt Text,Caption,Original Photo Preferred?,AI Image Acceptable?,Image-Generation Prompt,Notes
"https://dubai-pet-relocation.ae/dubai/jumeirah/","Hero","Grade-A local hero: beachfront villa context","Saluki in a shaded Jumeirah villa garden with frangipani trees","Saluki","Owner watering garden in background","Jumeirah villa garden","landscape","16:9","pet-relocation-jumeirah-saluki-villa-garden.jpg","Saluki in the garden of a Jumeirah villa before a Dubai pet relocation","Jumeirah 1, 2 and 3 are villa country - garden handovers and early airport runs.","yes","no","N/A - original photography required. Shot brief: real Jumeirah villa garden scene; absorbs port-de-la-mer content on merge","Grade A"
"https://dubai-pet-relocation.ae/dubai/jumeirah/","Local logistics","Show villa-to-van collection","Handler loading a crated Maine Coon into a van at a villa gate","Maine Coon cat in crate","Handler + owner at gate","Villa gate, morning","landscape","4:3","jumeirah-villa-gate-pet-pickup-maine-coon.jpg","Cat collected from a Jumeirah villa gate for a Dubai pet relocation","","no","yes","Photorealistic documentary-style image of a handler loading a crated Maine Coon cat into an unbranded van at a villa gate while the owner watches, morning light, authentic Dubai/UAE context, no logos, no readable signage, editorial photography, landscape 4:3.",""
"https://dubai-pet-relocation.ae/dubai/arabian-ranches/","Hero","Grade-A local hero: gated villa community context","Golden retriever on a golf-community villa lawn with bougainvillea","Golden retriever","Owner throwing a toy","Arabian Ranches-style villa lawn","landscape","16:9","pet-relocation-arabian-ranches-golden-retriever-villa-lawn.jpg","Golden retriever playing on an Arabian Ranches villa lawn","Gated community moves need security gate passes - we arrange them before the van arrives.","yes","no","N/A - original photography required. Shot brief: real Ranches-style villa lawn; community-level angle breaks the ND3 pair with dubailand","Grade A; ND3 breaker"
"https://dubai-pet-relocation.ae/dubai/arabian-ranches/","Local logistics","Show gate-pass logistics","Van at a community security gate with handler showing a pass","None","Handler + guard silhouette","Community gatehouse, morning","landscape","4:3","arabian-ranches-gate-pass-pet-transport-van.jpg","Pet transport van clearing a gated community security gate in Arabian Ranches","","no","yes","Photorealistic documentary-style image of an unbranded pet transport van at a community gatehouse while the handler shows a pass to security, morning light, authentic Dubai/UAE context, no logos, no readable signage, editorial photography, landscape 4:3.",""
"https://dubai-pet-relocation.ae/dubai/dubai-hills/","Hero","Grade-A local hero: park community context","Cocker spaniel on a Dubai Hills-style park path with villas and greenery","Cocker spaniel","Owner jogging beside","Community park path","landscape","16:9","pet-relocation-dubai-hills-cocker-spaniel-park-path.jpg","Cocker spaniel on a Dubai Hills Estate park path with its owner","Park-side living is why people bring dogs here - we keep the move just as easy.","yes","no","N/A - original photography required. Shot brief: real Dubai Hills park context; family-park-community angle breaks the ND4 pair with meydan","Grade A; ND4 breaker"
"https://dubai-pet-relocation.ae/dubai/dubai-hills/","Local logistics","Show apartment+villa mix pickups","Coordinator carrying a cat carrier out of a Dubai Hills apartment building","Cat in carrier","Coordinator","Apartment entrance, evening","landscape","4:3","dubai-hills-apartment-pet-pickup-cat-carrier.jpg","Cat picked up from a Dubai Hills Estate apartment for a pet relocation","","no","yes","Photorealistic documentary-style image of a coordinator carrying a cat carrier out of a modern apartment building entrance in the evening, warm light, authentic Dubai/UAE context, no logos, no readable signage, editorial photography, landscape 4:3.",""
"https://dubai-pet-relocation.ae/dubai/jvc/","Hero","Grade-A local hero: mid-market pet-dense community context","Owner walking a beagle past JVC-style circular mid-rise buildings","Beagle","Owner walking","Community circular street, morning","landscape","16:9","pet-relocation-jvc-beagle-circular-street.jpg","Beagle walking with its owner through Jumeirah Village Circle","JVC is one of Dubai's most pet-dense communities - moves here are our weekly routine.","yes","no","N/A - original photography required. Shot brief: real JVC street scene showing the circular mid-rise character","Grade A; strongest B-grade demand signal per roadmap"
"https://dubai-pet-relocation.ae/dubai/jvc/","Local logistics","Show mid-rise pickup","Handler loading a crated cat into a van at a JVC mid-rise entrance","Tabby cat in crate","Handler","Mid-rise entrance, shaded","landscape","4:3","jvc-midrise-pet-pickup-cat-crate-van.jpg","Cat collected from a JVC apartment building for a Dubai pet relocation","","no","yes","Photorealistic documentary-style image of a handler loading a crated tabby cat into an unbranded van at a mid-rise building entrance, shaded forecourt, warm natural light, authentic Dubai/UAE context, no logos, no readable signage, editorial photography, landscape 4:3.",""
"https://dubai-pet-relocation.ae/dubai/al-barsha/","Hero","Grade-A local hero: established family district context","Owner with a husky in an Al Barsha villa driveway at dusk","Husky","Owner with leash","Villa driveway, dusk","landscape","16:9","pet-relocation-al-barsha-husky-villa-driveway.jpg","Husky with its owner in an Al Barsha villa driveway","Barsha 1, 2 and 3 - vets on every other corner and quick routes to both airports.","yes","no","N/A - original photography required. Shot brief: real Al Barsha residential street scene","Grade A; vet-density angle"
"https://dubai-pet-relocation.ae/dubai/al-barsha/","Local logistics","Show local vet-visit convenience","Owner carrying a cat carrier into a small neighbourhood vet clinic entrance","Cat in carrier","Owner","Neighbourhood clinic entrance","landscape","4:3","al-barsha-vet-clinic-visit-cat-carrier.jpg","Cat brought to a neighbourhood vet clinic in Al Barsha before a relocation","Pre-move vet checks stay local - your coordinator books the nearest slot.","no","yes","Photorealistic documentary-style image of an owner carrying a cat carrier into a small neighbourhood vet clinic entrance, warm natural light, authentic Dubai/UAE context, no logos, no readable clinic branding, editorial photography, landscape 4:3.",""
"https://dubai-pet-relocation.ae/dubai/mirdif/","Hero","Grade-A local hero: DXB-adjacent villa suburb context","Labrador in a Mirdif-style villa garden with a plane passing high overhead","Labrador","Owner reading on garden chair","Villa garden, late afternoon","landscape","16:9","pet-relocation-mirdif-labrador-villa-garden-plane-overhead.jpg","Labrador in a Mirdif villa garden with a distant plane overhead, near DXB airport","Ten minutes from DXB - Mirdif pickups are the shortest airport run we do.","yes","no","N/A - original photography required. Shot brief: real Mirdif villa garden; distant plane only - no airport imagery","Grade A; airport-adjacent angle"
"https://dubai-pet-relocation.ae/dubai/mirdif/","Local logistics","Show the short DXB run","Simple route diagram Mirdif to DXB and DWC with timing contrast","Van icon","None","Flat map diagram","landscape","16:9","mirdif-to-dxb-dwc-routing-diagram.png","Driving routes from Mirdif to DXB and DWC for pet transport","","no","yes","Clean flat-design infographic: simplified map from Mirdif to DXB (short arc) and DWC (longer arc) with a van icon and time bubbles. Labels: Mirdif; DXB - short run; DWC - longer run; typical times per page copy. Sand-and-teal palette, illustrative-map note, no brand logos, landscape 16:9.",""
"https://dubai-pet-relocation.ae/dubai/dubai-south/","Hero","Grade-A local hero: DWC-airport community context","Owner with a beagle outside a Dubai South townhouse, logistics district in soft background","Beagle","Owner with crate","Townhouse forecourt, morning","landscape","16:9","pet-relocation-dubai-south-beagle-townhouse-dwc.jpg","Beagle with its owner outside a Dubai South townhouse near Al Maktoum airport","Living beside DWC means cargo departures on your doorstep - we use that.","yes","no","N/A - original photography required. Shot brief: real Dubai South townhouse scene; no airport signage or fencing imagery","Grade A; DWC cargo angle"
"https://dubai-pet-relocation.ae/dubai/dubai-south/","Local logistics","Show the DWC cargo connection","Handler driving an unbranded van past generic logistics warehouses toward DWC area","None","Driver only","Logistics district road","landscape","4:3","dubai-south-pet-transport-van-dwc-logistics.jpg","Pet transport van driving through the Dubai South logistics district toward DWC","","no","yes","Photorealistic documentary-style image of an unbranded white van on a wide road past generic modern logistics warehouses, morning light, authentic Dubai/UAE context, no logos, no readable signage, no airport wayfinding signs, editorial photography, landscape 4:3.","Never show fake DWC/DXB signage"
"https://dubai-pet-relocation.ae/dubai/deira/","Hero","Grade-A local hero: old-Dubai context","Owner carrying a cat carrier through a Deira older-apartment corridor","Cat in carrier","Owner in hallway","Older apartment corridor, warm light","landscape","16:9","pet-relocation-deira-cat-carrier-old-apartment.jpg","Owner carrying a cat carrier through a Deira apartment corridor during a pet relocation","Old Dubai apartments mean stairs, tight corridors and creative loading - we plan for it.","yes","no","N/A - original photography required. Shot brief: real Deira older-building scene, respectful of residents","Grade A; old-Dubai angle"
"https://dubai-pet-relocation.ae/dubai/deira/","Local logistics","Show DXB-adjacent advantage","Simple route diagram Deira to DXB showing the very short run","Van icon","None","Flat map diagram","landscape","16:9","deira-to-dxb-short-route-diagram.png","Short driving route from Deira to DXB airport for pet transport","","no","yes","Clean flat-design infographic: simplified map showing the short hop from Deira to DXB with a van icon and time bubble, plus the longer DWC arc. Labels: Deira; DXB - minutes away; DWC; typical times per page copy. Sand-and-teal palette, illustrative-map note, no brand logos, landscape 16:9.",""
"https://dubai-pet-relocation.ae/dubai/bur-dubai/","Hero","Grade-A local hero: consulate-district old-city context","Owner walking a small mixed-breed dog through a Bur Dubai heritage-style lane","Small mixed-breed dog","Owner walking","Heritage-style lane, morning","landscape","16:9","pet-relocation-bur-dubai-dog-heritage-lane.jpg","Owner walking their dog through a Bur Dubai heritage lane","Consulates, old lanes, dense blocks - Bur Dubai moves are about access, not distance.","yes","no","N/A - original photography required. Shot brief: real Bur Dubai old-city lane; old-city angle breaks the ND1 group; absorbs karama content on merge","Grade A; ND1 breaker"
"https://dubai-pet-relocation.ae/dubai/bur-dubai/","Local logistics","Show dense-district pickup","Handler carrying a cat carrier from a walk-up apartment entrance to a van on a narrow street","Cat in carrier","Handler","Narrow residential street","landscape","4:3","bur-dubai-walkup-pet-pickup-narrow-street.jpg","Cat collected from a Bur Dubai walk-up apartment for a pet relocation","","no","yes","Photorealistic documentary-style image of a handler carrying a cat carrier from a walk-up apartment entrance to an unbranded van on a narrow residential street, morning light, authentic Dubai/UAE context, no logos, no readable signage, editorial photography, landscape 4:3.",""
"https://dubai-pet-relocation.ae/dubai/umm-suqeim/","Hero","Grade-A local hero: coastal villa context","Saluki on a quiet Umm Suqeim beachside path at sunrise","Saluki","Owner walking, back view","Beachside path, sunrise","landscape","16:9","pet-relocation-umm-suqeim-saluki-beachside-sunrise.jpg","Saluki walking a beachside path in Umm Suqeim at sunrise","Coastal villas and the Jumeirah Beach corridor - morning collections beat the heat.","yes","no","N/A - original photography required. Shot brief: real Umm Suqeim coastal path; coastal-villa angle breaks the ND5 pair; absorbs al-wasl content on merge","Grade A; ND5 breaker"
"https://dubai-pet-relocation.ae/dubai/umm-suqeim/","Local logistics","Show villa collection near the coast","Handler loading a crated cat into a van at a coastal villa gate with palms","Cat in crate","Handler + owner","Coastal villa gate, early morning","landscape","4:3","umm-suqeim-coastal-villa-pet-pickup.jpg","Cat collected from an Umm Suqeim coastal villa for a Dubai pet relocation","","no","yes","Photorealistic documentary-style image of a handler loading a crated cat into an unbranded van at a coastal villa gate with palm trees, early morning light, authentic Dubai/UAE context, no logos, no readable signage, editorial photography, landscape 4:3.",""
